val/loss,val/acc,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/acc_best,train/loss_best
0.5755020380020142,0.8008000254631042,0.8008000254631042,0.5755020380020142,0,45,,,,
0.6642646193504333,0.7712000012397766,0.8008000254631042,0.5755020380020142,0,91,,,,
0.5188197493553162,0.814300000667572,0.814300000667572,0.5188197493553162,0,137,,,,
0.5330518484115601,0.805400013923645,0.814300000667572,0.5188197493553162,0,183,,,,
0.4564889073371887,0.8385000228881836,0.8385000228881836,0.4564889073371887,0,229,,,,
0.4409402310848236,0.840399980545044,0.840399980545044,0.4409402310848236,0,275,,,,
0.49290308356285095,0.8202000260353088,0.840399980545044,0.4409402310848236,0,321,,,,
0.41732537746429443,0.8453999757766724,0.8453999757766724,0.41732537746429443,0,367,,,,
0.39368319511413574,0.8572999835014343,0.8572999835014343,0.39368319511413574,0,413,,,,
0.4536305069923401,0.8295000195503235,0.8572999835014343,0.39368319511413574,0,459,,,,
0.4028625786304474,0.8518999814987183,0.8572999835014343,0.39368319511413574,0,505,,,,
0.49665072560310364,0.8119000196456909,0.8572999835014343,0.39368319511413574,0,551,,,,
0.41391265392303467,0.8445000052452087,0.8572999835014343,0.39368319511413574,0,597,,,,
0.416416734457016,0.8452000021934509,0.8572999835014343,0.39368319511413574,0,643,,,,
0.4436452090740204,0.8432999849319458,0.8572999835014343,0.39368319511413574,0,689,,,,
0.40149635076522827,0.8479999899864197,0.8572999835014343,0.39368319511413574,0,735,,,,
0.4123634397983551,0.8438000082969666,0.8572999835014343,0.39368319511413574,0,781,,,,
0.3747817575931549,0.864799976348877,0.864799976348877,0.3747817575931549,0,827,,,,
0.4077090919017792,0.849399983882904,0.864799976348877,0.3747817575931549,0,873,,,,
0.3839690089225769,0.8561000227928162,0.864799976348877,0.3747817575931549,0,919,,,,
,,,,0,937,0.4600621163845062,0.8340499997138977,0.8340499997138977,0.4600621163845062
0.37730130553245544,0.859000027179718,0.864799976348877,0.3747817575931549,1,983,,,,
0.4709303677082062,0.8342000246047974,0.864799976348877,0.3747817575931549,1,1029,,,,
0.4832339286804199,0.8267999887466431,0.864799976348877,0.3747817575931549,1,1075,,,,
0.37048566341400146,0.862500011920929,0.864799976348877,0.37048566341400146,1,1121,,,,
0.39698660373687744,0.8522999882698059,0.864799976348877,0.37048566341400146,1,1167,,,,
0.35903453826904297,0.8711000084877014,0.8711000084877014,0.35903453826904297,1,1213,,,,
0.3832230567932129,0.8618999719619751,0.8711000084877014,0.35903453826904297,1,1259,,,,
0.3595578372478485,0.867900013923645,0.8711000084877014,0.35903453826904297,1,1305,,,,
0.37522092461586,0.8644999861717224,0.8711000084877014,0.35903453826904297,1,1351,,,,
0.3729512691497803,0.8659999966621399,0.8711000084877014,0.35903453826904297,1,1397,,,,
0.3661022186279297,0.8636999726295471,0.8711000084877014,0.35903453826904297,1,1443,,,,
0.4306924343109131,0.838100016117096,0.8711000084877014,0.35903453826904297,1,1489,,,,
0.40249451994895935,0.8467000126838684,0.8711000084877014,0.35903453826904297,1,1535,,,,
0.4052327573299408,0.8500000238418579,0.8711000084877014,0.35903453826904297,1,1581,,,,
0.4303357005119324,0.8478000164031982,0.8711000084877014,0.35903453826904297,1,1627,,,,
0.3809579312801361,0.8600999712944031,0.8711000084877014,0.35903453826904297,1,1673,,,,
0.40143585205078125,0.8446999788284302,0.8711000084877014,0.35903453826904297,1,1719,,,,
0.37095972895622253,0.8658000230789185,0.8711000084877014,0.35903453826904297,1,1765,,,,
0.377758264541626,0.8611999750137329,0.8711000084877014,0.35903453826904297,1,1811,,,,
0.34367701411247253,0.8722000122070312,0.8722000122070312,0.34367701411247253,1,1857,,,,
,,,,1,1875,0.35972750186920166,0.8684499859809875,0.8684499859809875,0.35972750186920166
0.3768061697483063,0.8604999780654907,0.8722000122070312,0.34367701411247253,2,1921,,,,
0.42177367210388184,0.849399983882904,0.8722000122070312,0.34367701411247253,2,1967,,,,
0.46113917231559753,0.8361999988555908,0.8722000122070312,0.34367701411247253,2,2013,,,,
0.3514130711555481,0.868399977684021,0.8722000122070312,0.34367701411247253,2,2059,,,,
0.3795821964740753,0.8583999872207642,0.8722000122070312,0.34367701411247253,2,2105,,,,
0.342696875333786,0.8762999773025513,0.8762999773025513,0.342696875333786,2,2151,,,,
0.3836086094379425,0.8582000136375427,0.8762999773025513,0.342696875333786,2,2197,,,,
0.3451738953590393,0.8743000030517578,0.8762999773025513,0.342696875333786,2,2243,,,,
0.3661753535270691,0.8679999709129333,0.8762999773025513,0.342696875333786,2,2289,,,,
0.3511156141757965,0.8759999871253967,0.8762999773025513,0.342696875333786,2,2335,,,,
0.3612431585788727,0.8652999997138977,0.8762999773025513,0.342696875333786,2,2381,,,,
0.4413861334323883,0.8355000019073486,0.8762999773025513,0.342696875333786,2,2427,,,,
0.4103662669658661,0.8427000045776367,0.8762999773025513,0.342696875333786,2,2473,,,,
0.40199846029281616,0.852400004863739,0.8762999773025513,0.342696875333786,2,2519,,,,
0.42397281527519226,0.8511000275611877,0.8762999773025513,0.342696875333786,2,2565,,,,
0.36597201228141785,0.8666999936103821,0.8762999773025513,0.342696875333786,2,2611,,,,
0.3875606954097748,0.849399983882904,0.8762999773025513,0.342696875333786,2,2657,,,,
0.35935235023498535,0.8715000152587891,0.8762999773025513,0.342696875333786,2,2703,,,,
0.3677430748939514,0.8654000163078308,0.8762999773025513,0.342696875333786,2,2749,,,,
0.3381061255931854,0.8743000030517578,0.8762999773025513,0.3381061255931854,2,2795,,,,
,,,,2,2813,0.32727107405662537,0.879716694355011,0.879716694355011,0.32727107405662537
